日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-18 16:27:40,吉森みひろ,,ストレート,外角低め,2B2S ,右,ボール, , ,なし
2025-08-18 16:28:00,吉森みひろ,,ストレート,外角低め,2B2S ,右,見三振, , ,なし
2025-08-18 16:28:21,吉森みひろ,,ストレート,内角高め,0,右,ボール, , ,なし
2025-08-18 16:28:41,吉森みひろ,,ストレート,真ん中高め,1B ,右,ボール, , ,なし
2025-08-18 16:28:52,吉森みひろ,,ストレート,外角高め,2B ,右,ボール, , ,なし
2025-08-18 16:29:03,吉森みひろ,,ストレート,外角低め,3B ,右,ストライク, , ,なし
2025-08-18 16:29:23,吉森みひろ,,ストレート,真ん中,3B1S ,右,72B , , ,レフト
2025-08-18 16:29:47,吉森みひろ,,カーブ,内角高め,0,右,ボール, , ,なし
2025-08-18 16:30:06,吉森みひろ,,ストレート,外角低め,1B ,右,ボール, , ,なし
2025-08-18 16:30:22,吉森みひろ,,ストレート,外角低め,2B ,右,ボール, , ,なし
2025-08-18 16:30:43,吉森みひろ,,ストレート,外角低め,3B ,右,四球, , ,なし
2025-08-18 16:30:55,吉森みひろ,,ストレート,内角真ん中,0,右,ストライク, , ,なし
2025-08-18 16:31:19,吉森みひろ,,カーブ,内角低め,1S ,右,ボール, , ,なし
2025-08-18 16:31:37,吉森みひろ,,ストレート,真ん中,1B1S,右,ファール, , ,なし
2025-08-18 16:32:12,吉森みひろ,,ストレート,真ん中高め,1B2S ,右,8ヒット, , ,センター
2025-08-18 16:32:46,吉森みひろ,,カーブ,内角高め,0,右,ボール, , ,なし
2025-08-18 16:32:56,吉森みひろ,,ストレート,外角低め,1B ,右,ストライク, , ,なし
2025-08-18 16:33:27,吉森みひろ,,ストレート,真ん中,1B1S,右,7ヒット, , ,レフト
2025-08-18 16:33:39,吉森みひろ,,スライダー,内角高め,0,左,ボール, , ,なし
2025-08-18 16:33:55,吉森みひろ,,ストレート,外角高め,1B ,左,ボール, , ,なし
2025-08-18 16:34:17,吉森みひろ,,ストレート,真ん中高め,2B ,左,4フライ, , ,セカンド
2025-08-18 16:41:44,吉森みひろ,,ストレート,真ん中低め,0,左,ボール, , ,なし
2025-08-18 16:41:55,吉森みひろ,,ストレート,外角真ん中,1B ,左,ストライク, , ,なし
2025-08-18 16:42:07,吉森みひろ,,カーブ,外角真ん中,1B1S,左,ボール, , ,なし
