日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-20 21:45:57,大野瑛,,ストレート,内角真ん中,1B ,右,ボール, , ,なし
2025-08-20 21:46:02,大野瑛,,スライダー,真ん中,2B ,右,ストライク, , ,なし
2025-08-20 21:46:11,大野瑛,,スライダー,外角高め,2B1S ,右,ボール, , ,なし
2025-08-20 21:46:18,大野瑛,,スライダー,外角高め,3B1S ,右,四球, , ,なし
2025-08-20 21:46:30,大野瑛,,スライダー,真ん中,0,左,ストライク, , ,なし
2025-08-20 21:46:36,大野瑛,,スライダー,外角真ん中,1S ,左,ストライク, , ,なし
2025-08-20 21:46:43,大野瑛,,スライダー,外角真ん中,2S ,左,ボール, , ,なし
2025-08-20 21:46:50,大野瑛,,ストレート,外角高め,1B2S ,左,ボール, , ,なし
2025-08-20 21:47:00,大野瑛,,ストレート,外角低め,2B2S ,左,ボール, , ,なし
2025-08-20 21:47:07,大野瑛,,ストレート,外角低め,3B2S ,左,空三振, , ,なし
2025-08-20 21:47:12,大野瑛,,ストレート,真ん中高め,0,右,ボール, , ,なし
2025-08-20 21:47:22,大野瑛,,スライダー,外角低め,1B ,右,4フライ, , ,セカンド
2025-08-20 22:33:09,大野瑛,,ストレート,真ん中,0,右,ファール, , ,なし
2025-08-20 22:33:17,大野瑛,,ストレート,外角真ん中,1S ,右,ボール, , ,なし
2025-08-20 22:33:23,大野瑛,,スライダー,外角真ん中,1B1S,右,ボール, , ,なし
2025-08-20 22:33:29,大野瑛,,ストレート,内角真ん中,2B1S ,右,ボール, , ,なし
2025-08-20 22:33:36,大野瑛,,ストレート,外角高め,3B1S ,右,四球, , ,なし
2025-08-20 22:33:44,大野瑛,,ストレート,真ん中,0,右,1バント, , ,なし
2025-08-20 22:33:52,大野瑛,,ストレート,外角高め,0,右,ファール, , ,なし
2025-08-20 22:33:58,大野瑛,,ストレート,外角真ん中,1S ,右,ファール, , ,なし
2025-08-20 22:34:05,大野瑛,,ストレート,外角真ん中,2S ,右,ファール, , ,なし
2025-08-20 22:34:11,大野瑛,,ストレート,真ん中,2S ,右,ファール, , ,なし
2025-08-20 22:34:17,大野瑛,,ストレート,内角真ん中,2S ,右,ファール, , ,なし
2025-08-20 22:34:28,大野瑛,,スライダー,真ん中低め,2S ,右,8ヒット, , ,センター
2025-08-20 22:34:37,大野瑛,,スライダー,内角低め,0,右,ボール, , ,なし
