日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-20 22:47:11,千見寺真央,,ストレート,内角低め,0,右,ボール, , ,なし
2025-08-20 22:47:17,千見寺真央,,カーブ,内角低め,1B ,右,ボール, , ,なし
2025-08-20 22:47:24,千見寺真央,,スライダー,真ん中低め,2B ,右,ボール, , ,なし
2025-08-20 22:47:29,千見寺真央,,スライダー,内角低め,3B ,右,ストライク, , ,なし
2025-08-20 22:47:35,千見寺真央,,ストレート,外角真ん中,3B1S ,右,ファール, , ,なし
2025-08-20 22:47:42,千見寺真央,,ストレート,真ん中高め,3B2S ,右,四球, , ,なし
2025-08-20 22:47:51,千見寺真央,,カーブ,真ん中低め,0,右,ボール, , ,なし
2025-08-20 22:48:02,千見寺真央,,スライダー,外角高め,1B ,右,ファール, , ,なし
2025-08-20 22:48:12,千見寺真央,,カーブ,真ん中低め,1B1S,右,ボール, , ,なし
2025-08-20 22:48:21,千見寺真央,,ストレート,真ん中低め,2B1S ,右,1バント, , ,なし
2025-08-20 22:48:31,千見寺真央,,カーブ,真ん中高め,0,右,ボール, , ,なし
2025-08-20 22:48:36,千見寺真央,,カーブ,真ん中,1B ,右,ストライク, , ,なし
2025-08-20 22:48:46,千見寺真央,,ストレート,内角低め,1B1S,右,5ゴロ, , ,サード
2025-08-20 22:48:53,千見寺真央,,カーブ,内角低め,0,右,ストライク, , ,なし
2025-08-20 22:49:02,千見寺真央,,カーブ,外角真ん中,1S ,右,ストライク, , ,なし
2025-08-20 22:49:09,千見寺真央,,ストレート,真ん中低め,2S ,右,ボール, , ,なし
2025-08-20 22:49:19,千見寺真央,,ストレート,内角真ん中,1B2S ,右,5ライナー, , ,サード
2025-08-20 22:50:18,千見寺真央,,カーブ,外角真ん中,0,左,ストライク, , ,なし
2025-08-20 22:50:25,千見寺真央,,スライダー,外角低め,1S ,左,ファール, , ,なし
2025-08-20 22:50:30,千見寺真央,,ストレート,外角低め,2S ,左,ボール, , ,なし
2025-08-20 22:50:35,千見寺真央,,カーブ,真ん中,1B2S ,左,空三振, , ,なし
2025-08-20 22:50:41,千見寺真央,,カーブ,真ん中低め,0,左,ボール, , ,なし
2025-08-20 22:50:48,千見寺真央,,ストレート,内角低め,1B ,左,ファール, , ,なし
2025-08-20 22:50:56,千見寺真央,,カーブ,真ん中,1B1S,左,ボール, , ,なし
2025-08-20 22:51:02,千見寺真央,,カーブ,真ん中,2B1S ,左,ストライク, , ,なし
2025-08-20 22:51:09,千見寺真央,,スライダー,外角低め,2B2S ,左,空三振, , ,なし
2025-08-20 22:51:17,千見寺真央,,カーブ,真ん中低め,0,右,ストライク, , ,なし
2025-08-20 22:51:27,千見寺真央,,ストレート,真ん中高め,1S ,右,72B , , ,レフト
2025-08-20 22:51:33,千見寺真央,,カーブ,真ん中高め,0,右,ボール, , ,なし
2025-08-20 22:51:38,千見寺真央,,ストレート,外角高め,1B ,右,ボール, , ,なし
2025-08-20 22:51:48,千見寺真央,,ストレート,真ん中,2B ,右,4ゴロ, , ,セカンド
