日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-09 10:45:16,彦坂未望,,ストレート,真ん中高め,1B1S,右,スイング, , ,なし
2025-08-09 10:45:33,彦坂未望,,スライダー,外角真ん中,1B2S ,右,ファール, , ,なし
2025-08-09 10:46:01,彦坂未望,,カーブ,内角真ん中,1B2S ,右,ボール, , ,なし
2025-08-09 10:46:23,彦坂未望,,ストレート,外角低め,1B2S ,右,見三振, , ,なし
2025-08-09 11:01:17,彦坂未望,,ストレート,内角真ん中,0,右,3ゴロ, , ,ファースト
2025-08-09 11:01:34,彦坂未望,,ストレート,外角低め,0,右,ストライク, , ,なし
2025-08-09 11:01:45,彦坂未望,,ストレート,真ん中,1S ,右,ストライク, , ,なし
2025-08-09 11:01:57,彦坂未望,,ストレート,外角真ん中,2S ,右,ボール, , ,なし
2025-08-09 11:02:10,彦坂未望,,ストレート,真ん中低め,1B2S ,右,空三振, , ,なし
2025-08-09 11:02:24,彦坂未望,,ストレート,外角真ん中,0,左,ボール, , ,なし
2025-08-09 11:02:34,彦坂未望,,ストレート,外角真ん中,1B ,左,ファール, , ,なし
2025-08-09 11:02:58,彦坂未望,,ストレート,外角真ん中,1B1S,左,ファール, , ,なし
2025-08-09 11:03:08,彦坂未望,,ストレート,真ん中低め,1B2S ,左,見三振, , ,なし
2025-08-11 16:20:31,彦坂未望,,ストレート,真ん中高め,0,右,ボール, , ,なし
2025-08-11 16:20:44,彦坂未望,,ストレート,内角真ん中,1B ,右,ストライク, , ,なし
2025-08-11 16:20:53,彦坂未望,,ストレート,真ん中高め,1B1S,右,ボール, , ,なし
2025-08-11 16:21:11,彦坂未望,,スライダー,外角低め,2B1S ,右,93B , , ,ライト
2025-08-11 16:21:27,彦坂未望,,スライダー,真ん中,0,右,ストライク, , ,なし
2025-08-11 16:21:40,彦坂未望,,ストレート,外角真ん中,1S ,右,ファール, , ,なし
2025-08-11 16:21:57,彦坂未望,,ストレート,外角低め,2S ,右,ボール, , ,なし
2025-08-11 16:23:12,彦坂未望,,ストレート,内角低め,1B2S ,右,9ヒット, , ,ライト
2025-08-11 16:23:25,彦坂未望,,カーブ,外角低め,0,右,ボール, , ,なし
2025-08-11 16:23:36,彦坂未望,,ストレート,外角真ん中,1B ,右,1バント, , ,なし
2025-08-11 16:23:46,彦坂未望,,スライダー,外角真ん中,0,右,ストライク, , ,なし
2025-08-11 16:23:58,彦坂未望,,スライダー,外角低め,1S ,右,ボール, , ,なし
2025-08-11 16:24:10,彦坂未望,,ストレート,外角低め,1B1S,右,4ゴロ, , ,セカンド
